iter	RMSE
180	0.1711204441
181	0.1710253237
182	0.1709368001
183	0.1708444619
184	0.1707048191
185	0.170618047
186	0.1705434045
187	0.1703900828
188	0.1701868199
189	0.1700568889
190	0.1698329756
191	0.1697486665
192	0.1696598085
193	0.1695712587
194	0.1694731256
195	0.1693995881
196	0.1692246478
197	0.1691485129
198	0.1690570171
199	0.1689514862
200	0.16887517
201	0.1687090696
202	0.1686242966
203	0.1685357074
204	0.1684729422
205	0.1683605784
206	0.1682538531
207	0.1681216947
208	0.1680204482
209	0.1678785222
210	0.1677527006
211	0.1676815657
212	0.1675930845
213	0.1674972889
214	0.1673933559
215	0.1672869151
216	0.167129838
217	0.1670120304
218	0.1669340993
219	0.1668145118
220	0.1667246552
221	0.1665988591
222	0.1665227944
223	0.166443012
224	0.1662926746
225	0.1662187392
226	0.1661065958
227	0.1660384576
228	0.1659657425
229	0.1658678082
230	0.1657908809
231	0.1657049063
232	0.1656384367
233	0.1655446455
234	0.1654194474
235	0.1653248298
236	0.1652541113
237	0.1650997501
238	0.1650212867
239	0.1649453423
240	0.1647995043
241	0.1647321148
242	0.1646255023
243	0.1645261514
244	0.1644151135
245	0.1643199644
246	0.1642244482
247	0.1641671404
248	0.1640843037
249	0.1640047431
250	0.1638871212
251	0.1638157551
252	0.1637366809
253	0.1635950424
254	0.1634917376
255	0.1634050076
256	0.1633259704
257	0.1632200901
258	0.1631318012
259	0.1630647058
260	0.1629602548
261	0.1628887076
262	0.1628257907
263	0.1627349197
264	0.1626580565
265	0.1625922687
266	0.1625206751
267	0.1624366609
268	0.1623506612
269	0.1622902054
270	0.1622035104
271	0.1621326047
272	0.1620329454
273	0.1619731236
274	0.1618915241
275	0.1617819693
276	0.1617300661
277	0.1616609313
278	0.161585632
279	0.161510385
280	0.1614344969
281	0.1613646528
282	0.1612954644
283	0.1612251215
284	0.1611486446
285	0.1610583037
286	0.1609500076
287	0.1608839496
288	0.1607998191
289	0.1607364136
290	0.1606716826
291	0.1606039627
292	0.1605426786
293	0.1604459881
294	0.1603706907
295	0.1603027107
296	0.160208933
297	0.1601432143
298	0.1600649502
299	0.1600054533
300	0.1599219906
301	0.1598545245
302	0.1597982252
303	0.1597439802
304	0.1596863808
305	0.1596309895
306	0.1595616129
307	0.1595016925
308	0.1594173309
309	0.1593368578
310	0.1592620322
311	0.1592019154
312	0.159127514
313	0.1590441911
314	0.1589712445
315	0.1589261683
316	0.1588508567
317	0.1587960937
318	0.1586880527
319	0.1586366378
320	0.1585594925
321	0.1584889791
322	0.1584075965
323	0.1583520166
324	0.1583028291
325	0.1582280614
326	0.1581733343
327	0.15809382
328	0.1580226992
329	0.1579647326
330	0.1579046219
331	0.1578457376
332	0.1578070499
333	0.1577497287
334	0.1576829889
335	0.1576070683
336	0.1575727182
337	0.1575295931
338	0.1574867638
339	0.1574388516
340	0.1574002931
341	0.1573193869
342	0.1572719271
343	0.1572071981
344	0.157162659
345	0.1571031308
346	0.1570237489
347	0.1569403208
348	0.1568817292
349	0.1568332938
350	0.1567589005
351	0.1567000235
352	0.1566272497
353	0.1565776765
354	0.1565231383
355	0.1564829008
356	0.1564436142
357	0.1563965303
358	0.156354102
359	0.1562924245
360	0.1562022359
361	0.1561352866
362	0.1560940729
363	0.1560219933
364	0.155959862
365	0.1559007208
366	0.1558551715
367	0.1557915961
368	0.155739014
369	0.1556686115
370	0.1556231893
371	0.1555636517
372	0.1554964215
373	0.1554455432
374	0.1553832342
375	0.1553107127
376	0.1552563275
377	0.1552166155
378	0.1551532734
379	0.1550985601
380	0.1550561528
381	0.1549756341
382	0.1549171413
383	0.1548557257
384	0.1548192646
385	0.1547583539
386	0.1547124414
387	0.1546443639
388	0.1545849829
389	0.1545369687
390	0.154476917
391	0.1544293018
392	0.1543880566
393	0.1543235937
394	0.1542702335
395	0.1542156857
396	0.1541631497
397	0.1541318863
398	0.1540808983
399	0.1540289278
400	0.1539859582
401	0.1539226887
402	0.1538722113
403	0.1538096178
404	0.1537743229
405	0.1537200992
406	0.1536491009
407	0.1536044374
408	0.1535590881
409	0.1535205708
410	0.1534667722
411	0.1534210925
412	0.1533787683
413	0.1533300632
414	0.153292403
415	0.1532551767
416	0.1531924779
417	0.153148292
418	0.1530967312
419	0.1530463294
420	0.1529971866
421	0.1529432744
422	0.1529042652
423	0.152863822
424	0.1528155482
425	0.1527559373
426	0.1527192578
427	0.1526679749
428	0.1526206471
429	0.1525706508
430	0.1525391389
431	0.1525101008
432	0.1524616942
433	0.1524022768
434	0.1523583113
435	0.1523146515
436	0.1522691992
437	0.1522057058
438	0.1521497516
439	0.1521049557
440	0.1520571359
441	0.1520085909
442	0.1519667953
443	0.1519184273
444	0.1518819294
445	0.1518356633
446	0.1517892822
447	0.1517521662
448	0.1517218677
449	0.1516829769
450	0.1516384803
451	0.1515924716
452	0.1515374704
453	0.1515000738
454	0.1514301381
455	0.1513995913
456	0.1513499919
457	0.1513201629
458	0.1512687813
459	0.1512275414
460	0.1511760016
461	0.1511333751
462	0.1510961616
463	0.1510631142
464	0.1510117329
465	0.1509681442
466	0.1509282251
467	0.1508813481
468	0.1508284799
469	0.1507952057
470	0.1507678246
471	0.1507309903
472	0.1506861858
473	0.1506223649
474	0.1505747206
475	0.1505471068
476	0.1505070934
477	0.1504670687
478	0.1504276294
479	0.1503823869
480	0.150345683
481	0.1503092251
482	0.1502541634
483	0.1502057132
484	0.1501579493
485	0.1501277831
486	0.1500818721
487	0.150052373
488	0.1500083009
489	0.1499623339
490	0.1499134016
491	0.1498801308
492	0.1498431242
493	0.1498062862
494	0.1497595831
495	0.1497154004
496	0.1496901102
497	0.1496491086
498	0.1496085947
499	0.1495528278
